time,channel_size,last_executed,last_index,last_committed,forwardings
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255827,0,0,0,0,0
1687255828,0,0,0,0,0
1687255828,0,0,0,0,0
1687255828,0,0,0,0,0
1687255828,0,0,0,0,0
1687255828,0,0,0,0,0
1687255828,0,0,0,0,0
1687255828,0,0,0,0,0
